New Account No,New Engagement ID,New Opportunity Name,Est Completion Month ID,Product Category,Opportunity Stage,Est Opportunity Value
00287132033,9-MABH949,Phase - 4: Acquire new customers from innovative offerings,110,Project,Stage - 3,5000
00287152033,9-24T7757,Phase - 7: Great customer service,116,Services,Stage - 0,50000
00288121034,6-NDTZ938,Phase - 5: Improve customer service,116,Project,Stage - 5,20475.0205
00288137034,6-H5L4676,Phase - 6: Invest in customer management,110,Services,Stage - 5,20000
002881534,6-LQ7C735,Phase - 2: Partner with customers to design solutions,117,Project,Stage - 0,5000
00291128037,8-3GDB924,Phase - 5: Improve customer satisfaction,114,Services,Stage - 5,20000
00291133037,7-3GDB939,Phase - 2: Improve customer retention,119,Project,Stage - 0,24000
00291143037,8-3GDB874,Phase - 7: Develop and use a customer database,119,Services,Stage - 0,45000
00292114038,9-3GDB690,Phase - 5: Reduce cost by a certain amount annually,111,Support,Stage - 3,24000
00293113039,6-SWHR995,Phase - 6: Reduce waste by a certain amount,110,Labour,Stage - 1,2000
00293116039,7-2LCN722,Phase - 5: Invest in Total Quality Management,118,Project,Stage - 5,100000
00294157040,8-FY56909,Phase - 7: Reduce error rates,114,Labour,Stage - 1,5000
00296119042,7-LRHU596,Phase - 6: Improve and maintain workplace safety,113,Project,Stage - 0,2000
00297123043,5-Q56E913,Phase - 3: Reduce energy usage per unit of production,119,Services,Stage - 1,5000
00297129043,8-Q56E774,Phase - 7: Capitalize on physical facilities,112,Labour,Stage - 1,0
00297145043,6-ZI6L943,Phase - 5: Streamline core business processes,110,Project,Stage - 5,5000
00297169043,8-JSCN918,Phase - 4: Increase reliability of operations,115,Services,Stage - 4,500
00298138044,8-HBS6625,Phase - 4: Ensure compliance,120,Project,Stage - 0,8333.3333
002981444,8-CJPQ896,Phase - 6: Increase recycling,120,Services,Stage - 0,5208.3333
00298156044,9-B7BU610,Phase - 1: Improve reporting and transparency,120,Support,Stage - 5,0
00299119045,9-B7BU901,Phase - 5: Increase community outreach,110,Labour,Stage - 5,0
00300134046,9-B7BU981,Phase - 1: Optimize control framework,119,Project,Stage - 3,13000
00301153047,7-2PUI840,Phase - 3: Improve technical and analytical skills,114,Project,Stage - 4,1800
00303116049,8-2PUI808,Phase - 5: Improve a certain skill,110,Services,Stage - 3,1500
00305163051,9-PEXD600,Phase - 4: Create a performance-focused culture,118,Project,Stage - 3,1000
00305165051,6-DR4M719,Phase - 6: Improve productivity with cross-functional teams,115,Project,Stage - 1,136500.1365
00306122052,7-OPLR690,Phase - 7: Invest in tools to make staff more productive,120,Project,Stage - 4,10000
00307144053,9-OPLR979,Phase - 6: Improve employee retention,115,Services,Stage - 1,2000
00307149053,7-7YGE984,Phase - 4: Attract and retain the best people,113,Project,Stage - 1,1200
00307172053,6-3OER684,Phase - 6: Build high-performing teams,115,Services,Stage - 1,5000
00309142055,7-S7F7701,Phase - 4: Maintain alignment across the organization,120,Project,Stage - 3,20000
003091655,8-GFAP805,Phase - 1: Develop leadership abilities and potential of the team,111,Services,Stage - 5,5000
00316129062,8-GFAP632,Phase - 6: Grow shareholder value,116,Project,Stage - 4,5000
003171163,5-D6PN640,Phase - 7: Grow earnings per share,114,Services,Stage - 1,10000
00317158063,7-D6PN666,Phase - 3: Increase revenue,110,Support,Stage - 0,50000
00318155064,8-KPJP802,Phase - 5: Manage cost,109,Labour,Stage - 2,0
00319136065,9-KPJP918,Phase - 3: Maintain appropriate financial leverage,112,Project,Stage - 1,3000
00320132066,8-KPJP889,Phase - 7: Ensure favorable bond ratings,119,Labour,Stage - 1,5000
00320162066,8-KPJP940,Phase - 7: Balance the budget,117,Project,Stage - 3,5000
00322145068,5-ABWR577,Phase - 2: Ensure financial sustainability,112,Services,Stage - 4,2000
00322161068,5-4KHZ696,Phase - 7: Maintain profitability,111,Labour,Stage - 1,0
00323118069,8-XKOO754,Phase - 4: Diversify and grow revenue streams,120,Project,Stage - 2,1000
00323122069,5-GOCM707,Phase - 4: Best value for the cost,113,Services,Stage - 5,200
003241470,5-GOCM931,Phase - 2: Broad product offering,111,Project,Stage - 0,250
003241770,5-IXTS633,Phase - 4: Reliable products/services,118,Services,Stage - 3,2000
00325131071,7-VH6E579,Phase - 6: Cross-sell more products,111,Support,Stage - 4,20000
00325139071,5-3R2K870,Phase - 1: Increase share of market,110,Labour,Stage - 3,500
00326133072,8-GZ3M848,Phase - 5: Increase share of wallet,111,Project,Stage - 2,1000
00327116073,6-GZ3M913,Phase - 1: Partner with customers to provide solutions,112,Project,Stage - 3,1000
00328142074,5-QDGA763,Phase - 1: Best service,118,Services,Stage - 0,1000
00328149074,5-WN6Y695,Phase - 7: Understands my needs,118,Project,Stage - 3,1000
003291275,9-HYSO905,Phase - 4: Most innovative products/services,120,Services,Stage - 1,1000
00329179075,9-IEV6683,Phase - 6: Differentiate the product,113,Support,Stage - 4,10000
00331136077,9-IEV6782,Phase - 7: Invest a certain amount in innovation,111,Labour,Stage - 0,25000
00331145077,7-N6JE973,Phase - 3: Grow percentage of sales from new products,109,Project,Stage - 0,150000
00331167077,7-TCQT951,Phase - 7: Improve or focus research and development (R&D),115,Services,Stage - 3,5000
003321378,8-TCQT572,Phase - 7: Acquire new customers from innovative offerings,109,Support,Stage - 0,5000
00332139078,5-WXIU786,Phase - 6: Great customer service,113,Labour,Stage - 5,27300.0273
00332144078,9-WXIU981,Phase - 6: Improve customer service,111,Project,Stage - 2,20475.0205
00332146078,7-AXTC784,Phase - 6: Invest in customer management,117,Services,Stage - 1,500
00334137080,9-OKDN919,Phase - 6: Partner with customers to design solutions,115,Support,Stage - 5,2000
00335127081,7-DV2D915,Phase - 3: Improve customer satisfaction,113,Labour,Stage - 3,4000
00335144081,5-CCE2585,Phase - 4: Improve customer retention,114,Project,Stage - 2,2000
00335147081,6-QBY5797,Phase - 1: Develop and use a customer database,109,Labour,Stage - 0,1365.0014
00335177081,7-H3SC880,Phase - 1: Reduce cost by a certain amount annually,111,Project,Stage - 5,50000
00336115082,7-VI7Z827,Phase - 2: Reduce waste by a certain amount,119,Services,Stage - 4,3000
00336136082,5-G4PT891,Phase - 2: Invest in Total Quality Management,118,Labour,Stage - 3,2500
00336138082,9-DXLD911,Phase - 4: Reduce error rates,114,Project,Stage - 5,10000
00336152082,9-E4OV584,Phase - 6: Improve and maintain workplace safety,111,Services,Stage - 0,50000
00337125083,9-FBOT985,Phase - 5: Reduce energy usage per unit of production,113,Project,Stage - 2,30000
003371283,8-FBOT599,Phase - 4: Capitalize on physical facilities,117,Services,Stage - 2,20000
003371783,8-FBOT565,Phase - 2: Streamline core business processes,117,Support,Stage - 1,20000
00338122084,5-W5E7592,Phase - 7: Increase reliability of operations,119,Labour,Stage - 5,10000
00340172086,8-WJUG867,Phase - 5: Ensure compliance,114,Project,Stage - 2,15000
00342158088,7-ZJ4N569,Phase - 3: Increase recycling,118,Project,Stage - 5,45000
00343147089,5-JF33612,Phase - 1: Improve reporting and transparency,109,Services,Stage - 4,3000
00345144091,8-JF33898,Phase - 1: Increase community outreach,112,Project,Stage - 0,5000
00347129093,8-JF33817,Phase - 7: Optimize control framework,119,Services,Stage - 4,7000
00348138094,7-MGFS830,Phase - 5: Improve technical and analytical skills,117,Project,Stage - 0,10000
00348149094,8-3U7L940,Phase - 1: Improve a certain skill,109,Services,Stage - 5,10000
00348172094,6-EDAK994,Phase - 4: Create a performance-focused culture,120,Project,Stage - 2,10000
003491395,5-I6SA759,Phase - 6: Improve productivity with cross-functional teams,115,Services,Stage - 4,7500
003501196,9-RUXW742,Phase - 5: Invest in tools to make staff more productive,111,Services,Stage - 4,1000
00350146096,7-JUEL857,Phase - 2: Improve employee retention,117,Support,Stage - 0,20000
00350161096,5-T7N3858,Phase - 5: Attract and retain the best people,111,Labour,Stage - 5,10000
00352153098,9-T7N3877,Phase - 7: Build high-performing teams,120,Project,Stage - 3,70000
00354134100,7-5VHG653,Phase - 7: Maintain alignment across the organization,111,Services,Stage - 3,10000
0035514101,8-5VHG912,Phase - 2: Develop leadership abilities and potential of the team,118,Support,Stage - 5,50000
00356143102,5-OJWD893,Phase - 7: Grow shareholder value,111,Labour,Stage - 4,25000
00358111104,8-OJWD722,Phase - 1: Grow earnings per share,110,Project,Stage - 2,10000
00358113104,5-5S74821,Phase - 7: Increase revenue,118,Services,Stage - 5,20000
00358114104,9-5S74898,Phase - 5: Manage cost,114,Support,Stage - 0,20000
00358143104,7-37TT851,Phase - 5: Maintain appropriate financial leverage,113,Labour,Stage - 3,10000
0035816104,7-2DQS969,Phase - 7: Ensure favorable bond ratings,112,Project,Stage - 3,10000
00358169104,6-PZ6H948,Phase - 1: Balance the budget,115,Labour,Stage - 0,10000
00361157107,5-NYYC587,Phase - 1: Ensure financial sustainability,120,Project,Stage - 1,2000
00362122108,9-KUSH634,Phase - 1: Maintain profitability,111,Services,Stage - 0,0
00362158108,8-KUSH962,Phase - 3: Diversify and grow revenue streams,117,Labour,Stage - 0,2050
00363139109,7-G7OH644,Phase - 2: Best value for the cost,109,Project,Stage - 4,950
00365121111,7-YUZK609,Phase - 1: Broad product offering,117,Services,Stage - 2,10000
00366112112,6-7Y5H906,Phase - 5: Reliable products/services,113,Project,Stage - 5,600
00366116112,8-4TAW557,Phase - 4: Cross-sell more products,120,Services,Stage - 0,5000
00366124112,7-LV4A858,Phase - 5: Increase share of market,116,Support,Stage - 5,2000
00366144112,5-LV4A704,Phase - 3: Increase share of wallet,117,Labour,Stage - 5,1000
00366154112,5-LV4A708,Phase - 6: Partner with customers to provide solutions,116,Project,Stage - 4,2000
00367138113,7-IUXF852,Phase - 5: Best service,120,Project,Stage - 5,900
00367144113,9-IUXF926,Phase - 6: Understands my needs,117,Services,Stage - 0,1
00367162113,8-FGQP895,Phase - 6: Most innovative products/services,117,Project,Stage - 5,3000
00368134114,5-CM26609,Phase - 2: Differentiate the product,117,Services,Stage - 1,7000
00368135114,8-ANIG892,Phase - 7: Invest a certain amount in innovation,114,Project,Stage - 0,0
00370134116,8-MXKC570,Phase - 6: Grow percentage of sales from new products,116,Services,Stage - 3,2730.0027
00371122117,5-CLO3724,Phase - 6: Improve or focus research and development (R&D),116,Project,Stage - 1,3000
00371142117,9-TS4I756,Phase - 1: Acquire new customers from innovative offerings,117,Services,Stage - 4,10000
00372156118,5-NEMJ874,Phase - 1: Great customer service,118,Support,Stage - 5,3500
00373113119,8-NEMJ878,Phase - 6: Improve customer service,109,Labour,Stage - 1,100
00373138119,5-NEMJ903,Phase - 1: Invest in customer management,120,Project,Stage - 3,460
00374151120,9-NEMJ617,Phase - 6: Partner with customers to design solutions,117,Labour,Stage - 1,24000
00374152120,6-NEMJ916,Phase - 1: Improve customer satisfaction,113,Project,Stage - 4,2000
00375156121,6-BBHI716,Phase - 1: Improve customer retention,120,Services,Stage - 5,0
00375178121,9-URJV839,Phase - 1: Develop and use a customer database,120,Labour,Stage - 1,10000
00376129122,9-URJV793,Phase - 2: Reduce cost by a certain amount annually,120,Project,Stage - 0,2000
00377144123,7-RGMM891,Phase - 2: Reduce waste by a certain amount,119,Services,Stage - 4,5000
00378123124,7-U5P2972,Phase - 1: Invest in Total Quality Management,116,Project,Stage - 3,1
00379142125,9-AVKA565,Phase - 5: Reduce error rates,113,Services,Stage - 1,20000
00379175125,9-AVKA723,Phase - 4: Improve and maintain workplace safety,109,Support,Stage - 3,5000
00381153127,6-SZZ3928,Phase - 4: Reduce energy usage per unit of production,120,Labour,Stage - 5,10000
00382117128,5-SZZ3655,Phase - 6: Capitalize on physical facilities,110,Project,Stage - 3,0
00382126128,8-PEHQ699,Phase - 2: Streamline core business processes,119,Project,Stage - 2,2000
00382141128,7-PJPQ818,Phase - 1: Increase reliability of operations,111,Services,Stage - 5,3000
00383113129,9-23HB918,Phase - 7: Ensure compliance,115,Project,Stage - 1,500
00383175129,7-A7MD696,Phase - 1: Increase recycling,112,Services,Stage - 3,5000
00384173130,5-A7MD737,Phase - 7: Improve reporting and transparency,110,Project,Stage - 1,5000
00386125132,5-A7MD918,Phase - 4: Increase community outreach,112,Services,Stage - 1,5000
00387155133,8-PUMD621,Phase - 1: Optimize control framework,120,Project,Stage - 0,15000
0038717133,9-PUMD985,Phase - 5: Improve technical and analytical skills,119,Services,Stage - 4,5000
0039011136,6-V2PC653,Phase - 4: Improve a certain skill,120,Support,Stage - 3,2000
00392117138,6-OHNC683,Phase - 4: Create a performance-focused culture,117,Labour,Stage - 5,1000
00392129138,7-CPHP609,Phase - 1: Improve productivity with cross-functional teams,109,Project,Stage - 5,1500
00392131138,5-E3IU603,Phase - 7: Invest in tools to make staff more productive,120,Labour,Stage - 0,5000
00393155139,5-E3IU845,Phase - 7: Improve employee retention,116,Project,Stage - 3,0
00394141140,7-4F7G648,Phase - 3: Attract and retain the best people,112,Services,Stage - 2,5000
00394154140,8-4G4E556,Phase - 1: Build high-performing teams,110,Labour,Stage - 4,1000
00395112141,6-P4IR887,Phase - 4: Maintain alignment across the organization,116,Project,Stage - 3,500
00396114142,9-676D572,Phase - 1: Develop leadership abilities and potential of the team,120,Services,Stage - 2,0
00396139142,9-676D610,Phase - 2: Grow shareholder value,116,Project,Stage - 1,0
00396147142,5-676D906,Phase - 2: Grow earnings per share,116,Services,Stage - 5,0
00398155144,8-676D657,Phase - 6: Increase revenue,109,Support,Stage - 0,0
00399112145,9-TCOS565,Phase - 4: Manage cost,113,Labour,Stage - 3,1000
0040015146,9-TCOS850,Phase - 3: Maintain appropriate financial leverage,113,Project,Stage - 1,500
00402155148,6-TCOS683,Phase - 2: Ensure favorable bond ratings,117,Project,Stage - 0,2000
00403165149,7-HIPQ818,Phase - 6: Balance the budget,115,Services,Stage - 3,2000
00405131151,7-PGO2665,Phase - 6: Ensure financial sustainability,116,Project,Stage - 5,3000
00405159151,7-SYKA595,Phase - 4: Maintain profitability,109,Services,Stage - 3,0
00406112152,8-SYKA570,Phase - 7: Diversify and grow revenue streams,111,Support,Stage - 2,2000
00406148152,9-SYKA950,Phase - 6: Best value for the cost,117,Labour,Stage - 1,7000
00409113155,8-SYKA937,Phase - 5: Broad product offering,113,Project,Stage - 3,0
00409135155,8-YPDV632,Phase - 4: Reliable products/services,119,Services,Stage - 0,1000
0041011156,5-NJFL862,Phase - 5: Cross-sell more products,112,Support,Stage - 1,500
00410139156,9-YTJQ733,Phase - 6: Increase share of market,109,Labour,Stage - 2,5000
00410151156,8-YTJQ845,Phase - 7: Increase share of wallet,112,Project,Stage - 4,19728
00411151157,6-YTJQ738,Phase - 5: Partner with customers to provide solutions,119,Services,Stage - 5,288
00412157158,5-YTJQ761,Phase - 4: Best service,109,Support,Stage - 2,6720
00412171158,7-J54C583,Phase - 5: Understands my needs,116,Labour,Stage - 2,500
0041313159,5-2LPW999,Phase - 4: Most innovative products/services,114,Project,Stage - 3,500
00414112160,9-H7VV903,Phase - 2: Differentiate the product,111,Labour,Stage - 4,1350
00415171161,7-H7VV998,Phase - 2: Invest a certain amount in innovation,111,Project,Stage - 5,1350
00419146165,6-O6B6719,Phase - 2: Grow percentage of sales from new products,117,Services,Stage - 3,500
00420177166,8-E5BC845,Phase - 4: Improve or focus research and development (R&D),118,Labour,Stage - 2,500
00421111167,9-CGKR717,Phase - 3: Acquire new customers from innovative offerings,111,Project,Stage - 4,1365.0014
00421125167,6-NYEI960,Phase - 2: Great customer service,116,Services,Stage - 5,500
00422127168,8-FXYJ967,Phase - 1: Improve customer service,114,Project,Stage - 4,0
00422161168,8-UMKM643,Phase - 5: Invest in customer management,109,Services,Stage - 0,682.5007
00423119169,8-C3QC730,Phase - 6: Partner with customers to design solutions,119,Support,Stage - 0,500
00425147171,6-C3QC546,Phase - 3: Improve customer satisfaction,118,Labour,Stage - 5,500
00427131173,7-PIEN827,Phase - 4: Improve customer retention,120,Project,Stage - 5,2730.0027
00427155173,6-7TVW890,Phase - 6: Develop and use a customer database,117,Project,Stage - 2,1000
00428112174,9-7TVW566,Phase - 4: Reduce cost by a certain amount annually,109,Services,Stage - 5,0
00428152174,9-G5I3695,Phase - 5: Reduce waste by a certain amount,109,Project,Stage - 0,1000
00429145175,8-JGRB847,Phase - 1: Invest in Total Quality Management,120,Services,Stage - 1,750
00430139176,8-JGRB879,Phase - 1: Reduce error rates,114,Project,Stage - 1,300
